! This file was created with the following query parameters:
! dois:*
! document_type:article
! arxiv_eprints.categories:hep-ex
! collaborations.value:cms
2001 1
2002 0
2003 0
2004 0
2005 0
2006 1
2007 0
2008 0
2009 1
2010 8
2011 65
2012 82
2013 86
2014 77
2015 80
2016 101
2017 119
2018 141
2019 114
2020 95
2021 58
