! This file was created with the following query parameters:
! dois:*
! document_type:article
! arxiv_eprints.categories:hep-th
! ac 2 -> 5
2001 1678
2002 1694
2003 1696
2004 1744
2005 1733
2006 1890
2007 1827
2008 2034
2009 2043
2010 2080
2011 2221
2012 2140
2013 2507
2014 2892
2015 3133
2016 3163
2017 3210
2018 3422
2019 3513
2020 3808
2021 2755
