! This file was created with the following query parameters:
! dois:*
! document_type:article
! arxiv_eprints.categories:hep-th
2001 2323
2002 2415
2003 2399
2004 2458
2005 2380
2006 2595
2007 2527
2008 2722
2009 2714
2010 2727
2011 2880
2012 2861
2013 3650
2014 4665
2015 4886
2016 4954
2017 4911
2018 5251
2019 5523
2020 6008
2021 4581
