! This file was created with the following query parameters:
! dois:*
! document_type:article
! arxiv_eprints.categories:hep-th
! ac 6 -> 10
2001 11
2002 13
2003 18
2004 21
2005 12
2006 19
2007 25
2008 39
2009 30
2010 30
2011 30
2012 32
2013 34
2014 41
2015 47
2016 63
2017 83
2018 91
2019 73
2020 90
2021 72
