! This file was created with the following query parameters:
! dois:*
! document_type:article
! arxiv_eprints.categories:hep-ph
! ac 6 -> 10
2001 50
2002 41
2003 40
2004 42
2005 57
2006 52
2007 67
2008 49
2009 83
2010 72
2011 109
2012 120
2013 141
2014 198
2015 204
2016 249
2017 216
2018 277
2019 277
2020 313
2021 278
