! This file was created with the following query parameters:
! dois:*
! document_type:article
! arxiv_eprints.categories:hep-ph
! ac 1
2001 450
2002 421
2003 393
2004 453
2005 373
2006 406
2007 396
2008 407
2009 421
2010 390
2011 417
2012 466
2013 470
2014 450
2015 473
2016 439
2017 422
2018 383
2019 406
2020 419
2021 351
