! This file was created with the following query parameters:
! dois:*
! document_type:article
! arxiv_eprints.categories:hep-ph
! ac 2 -> 5
2001 2034
2002 2030
2003 1829
2004 1958
2005 1903
2006 1957
2007 1963
2008 2255
2009 2266
2010 2333
2011 2578
2012 2819
2013 2937
2014 3097
2015 3159
2016 3403
2017 3138
2018 3307
2019 3382
2020 3604
2021 2727
