! This file was created with the following query parameters:
! dois:*
! document_type:article
! arxiv_eprints.categories:hep-th
! ac 1
2001 630
2002 706
2003 683
2004 693
2005 634
2006 685
2007 672
2008 646
2009 635
2010 615
2011 627
2012 684
2013 682
2014 798
2015 824
2016 882
2017 765
2018 795
2019 824
2020 886
2021 731
